effective_time,spl_id,spl_set_id,generic_name,brand_name,manufacturer_name,nda
20200207,37f8949f-f3f0-4f1a-8a21-4f940fbadf6d,f7f5b69a-c2a1-4586-a189-1475d41387c0,LITHIUM CARBONATE,LITHOBID,"ANI Pharmaceuticals, Inc.",NDA018027
20190726,3ab328f8-6389-44fd-bb84-8b28709dbc30,3ade895b-5dca-4d81-9415-8091923162ff,ACETAMINOPHEN,Feverall Infants,Taro Pharmaceuticals U.S.A. Inc.,NDA018337
20200820,34e7f753-6544-4ef3-bb96-7d6127c5381f,a9241f0b-e1d0-4782-98e6-7f1eaf9ccc85,NORETHINDRONE,Nora BE,"Actavis Pharma, Inc.",NDA017060
20191002,3f438261-cc26-4154-aa36-959354870fb3,7ed841fb-a61c-4868-b4e5-4f2311a5e79c,"ACETAMINOPHEN, ASPIRIN (NSAID) AND CAFFEINE",EXCEDRIN MIGRAINE,GlaxoSmithKline Consumer Healthcare Holdings (US) LLC,NDA020802
20200116,5ddd3228-da1b-4492-9cd4-d640bd816854,27f15fac-7d98-4114-a2ec-92494a91da98,ORAL SEMAGLUTIDE,RYBELSUS,Novo Nordisk,NDA213051
20190613,6ac05d85-9ed1-480c-8a1b-d300031c5bf2,914ef77b-54ee-4b13-802a-d00c95082c47,OLMESARTAN MEDOXOMIL-HYDROCHLOROTHIAZIDE,Olmesartan Medoxomil and Hydrochlorothiazide,A-S Medication Solutions,NDA021532
20200630,6b8ebe9d-45d0-434b-a70a-0543bba4afda,d5d0d307-37ad-4714-ba3f-5343672bc0e7,HALOBETASOL PROPIONATE,LEXETTE,Mayne Pharma,NDA210566
20200515,76d47385-3b32-4995-98f4-484390ddd83a,5b88717a-e90c-4e74-ae2a-29270e14a3cc,OMEPRAZOLE,careone omeprazole,American Sales Company,NDA209400
20201210,77ffa111-a87b-4108-ba93-7fe639456515,59b924d0-e27f-4567-a0c4-467f9a61df3e,ATORVASTATIN CALCIUM,ATORVASTATIN CALCIUM,Greenstone LLC,NDA020702
20201007,79141073-c62e-452e-8271-8516f063a5ad,5be745f0-8ae7-4c3c-9962-37d6263326f1,FESOTERODINE FUMARATE,Toviaz,Pfizer Laboratories Div Pfizer Inc,NDA022030
20170101,6df5e5f1-6375-45ff-9905-f19927e92ee2,3e43cc8e-bf4e-44ef-a07d-4336367b9bdb,EPHEDRINE SULFATE,Ephedrine Sulfate,"Par Pharmaceutical, Inc.",NDA208943
20200821,79487e6f-605a-4ba6-86b2-9007db542b6a,b7ed5bf8-ba75-44dc-8f81-96b4ad5766be,ETOMIDATE,Amidate,"Hospira, Inc.",NDA018227
20200219,9ef9f290-2f30-3b88-e053-2a95a90a98dc,78817e19-875d-1008-e053-2991aa0ae467,5% DEXTROSE,5% DEXTROSE,"HF Acquisition Co LLC, DBA HealthFirst",NDA016367
20200527,a6a64d4d-d06b-ca8f-e053-2a95a90a6ed1,cea5f748-3127-4d36-83af-9ab3cf58503c,TOPIRAMATE,Topamax,"PD-Rx Pharmaceuticals, Inc.",NDA020505
20170726,aaa8939a-e4f3-4b07-b54b-bd2a86c5c944,98c85037-a907-4a3a-8864-c3a5298b4759,TETROFOSMIN,Myoview,Medi-Physics Inc. dba GE Healthcare,NDA020372
20201216,aa0226fd-ce75-435f-9715-17e70bf48f76,d97f0977-89e0-4918-aceb-1bbc1e322748,NITROFURANTOIN MONOHYDRATE/MACROCRYSTALLINE,Nitrofurantoin Monohydrate/ Macrocrystalline,"RPK Pharmaceuticals, Inc.",NDA020064
20201102,b3236ebc-35d7-6e12-e053-2995a90a4c79,9a84e50c-504a-4e7d-8595-ebce7d78d127,OXYGEN,Oxygen,Island Supply Welding Co Inc,NDA205889
20201008,b12a24b2-018a-42d1-e053-2995a90a5b13,58dddf10-09e2-4ae6-883d-c5a9ed83d3a7,NITROGEN,Nitrogen,Gas and Supply,NDA205713
20201012,b17f6bce-363e-0ff5-e053-2995a90a117a,749bdd9d-2efb-41d1-b2a4-e24cdb6657c9,CARBON DIOXIDE,Carbon Dioxide,"Red Ball Oxygen Co., Inc.",NDA205846
20201204,b5a7b608-d6ab-da2f-e053-2a95a90a8fe0,b583d389-75c8-12f6-e053-2995a90ae860,PREGABALIN 75MG,Lyrica,"Advanced Rx Pharmacy of Tennessee, LLC",NDA021446
20110214,f9023ddc-a430-47a3-a7a9-ede847e8b974,fbae92f4-03ec-4c17-7faf-05c5f7a71af9,"SODIUM CHLORIDE, SODIUM ACETATE ANHYDROUS, SODIUM GLUCONATE, POTASSIUM CHLORIDE, AND MAGNESIUM CHLORIDE",Physiosol,"Hospira, Inc.",NDA017637
20200101,ff306327-9953-447b-a338-17fb1143048c,ff306327-9953-447b-a338-17fb1143048c,LEVOTHYROXINE SODIUM,Levothyroxine Sodium,Proficient Rx LP,NDA021342
20200731,0a0a22cf-3281-44d4-ac57-e875bb17c94b,bfba5de0-7abb-4b88-9715-088224b219f0,NITROFURANTOIN MONOHYDRATE/MACROCRYSTALLINE,Nitrofurantoin Monohydrate/ Macrocrystalline,"Preferred Pharmaceuticals, Inc.",NDA020064
20170728,0f74328a-b2ef-46ab-8bf4-ebceec1cc896,78982c98-7866-49f1-989f-a289c4242358,CEFTAZIDIME,FORTAZ,"Teligent Pharma, Inc.",NDA050578
20200122,323313ec-a62e-4209-ac83-f910d8474bad,75541479-7a55-4e28-b693-04de56f73f7b,CALCIPOTRIENE,Dovonex,LEO Pharma Inc.,NDA020554
20200128,335b2687-849b-4447-8336-61ad7f9085df,900e7dc0-9afe-4f50-80de-90567bb78519,GLYCEROL PHENYLBUTYRATE,Ravicti,"Horizon Therapeutics, Inc.",NDA203284
20191209,3bd713fb-0d30-43ff-8b02-fc62395e1369,eeae522f-645c-4a16-8514-37907da323df,SODIUM FLUORIDE AND TRICLOSAN,Colgate Total Fresh Mint Stripe,Colgate-Palmolive Company,NDA020231
20200501,53e02c36-ebb6-4933-99d6-de9c45604983,0ca4baed-c5d8-4de4-ac17-6e5d1df15c03,ALLOPURINOL,Allopurinol,Proficient Rx LP,NDA018877
20190925,4ced3d9b-f943-4fca-a594-cf6d27d47b3e,c5c431b4-5618-4ff4-954e-4c0fbfed67b6,GLUCAGON,Glucagon,"Fresenius Kabi USA, LLC",NDA201849
20201217,593964bd-f972-427b-8b11-802c94ca2b11,e1eb5130-e59d-4590-8b04-7b1a6adae5bd,OLOPATADINE HYDROCHLORIDE,PATADAY,"Alcon Laboratories, Inc.",NDA021545
20200611,5b689d42-d065-4d77-be63-0d30a07deb89,4e2c9856-1836-49f0-9472-4dbeeb408f39,OCTREOTIDE ACETATE,Sandostatin,Novartis Pharmaceuticals Corporation,NDA019667
20201008,b12b4175-3e48-ddcd-e053-2995a90ab396,8e44ea92-d052-438a-b850-ccd147906e47,NITROGEN,Nitrogen,General Air Service & Supply Co,NDA205850
20201008,b12d4819-d407-a064-e053-2a95a90a484d,97ccb7e8-5c3c-75c7-e053-2a95a90aaa6b,NITROGEN,Nitrogen,"Haun Specialty Gases, Inc.",NDA205766
20200121,9cad6d5a-7951-9080-e053-2a95a90a9281,49253228-5aaa-6ddc-e054-00144ff8d46c,EMTRICITABINE AND TENOFOVIR DISOPROXIL FUMARATE,TRUVADA,DIRECT RX,NDA021752
20201106,a8d409d4-dded-4d71-92e8-77dea3573d16,ead1fca3-eff4-478f-8a8f-67510f80151a,"DEXTROSE, SODIUM CHLORIDE, SODIUM ACETATE ANHYDROUS, SODIUM GLUCONATE, POTASSIUM CHLORIDE, AND MAGNESIUM CHLORIDE",Normosol-R and Dextrose,ICU Medical Inc.,NDA017609
20201002,b0b54003-2832-c30b-e053-2a95a90af88f,c6ae884b-d08d-4c43-84db-b3c52773dd65,OXYGEN,Oxygen,AGP LLC,NDA205840
20201006,b10654d1-563a-775d-e053-2995a90aa7e1,83a36080-4668-45df-b488-37affaeb7986,OXYGEN,Oxygen,CLAY COUNTY HOSPITAL DME,NDA206023
20201012,b17c9c82-c959-04b5-e053-2a95a90a4c75,7c83f51c-c44a-4850-9895-58eeb0b39ca8,NITROGEN,Nitrogen,Metro Welding Supply Corporation,NDA205850
20201013,b190ab7d-c679-7532-e053-2a95a90a5bce,f98c83fe-37cd-4916-bdbc-74c76b9a12d3,OXYGEN,Oxygen,Terry Supply Company Inc,NDA206023
20200917,af88b74b-2817-c8d6-e053-2995a90af656,d5e4de5e-ff77-4d18-b890-dad7406340d5,LEVOTHYROXINE SODIUM,levothyroxine sodium,"PD-Rx Pharmaceuticals, Inc.",NDA021116
20201005,b0ef8543-2c82-ca86-e053-2995a90a208d,7046c5a0-4a2b-7ee6-e053-2a91aa0aa44e,HELIOX,Heliox,"A-OX WELDING SUPPLY CO., INC.",NDA205737
20201007,b11a3540-8936-68f6-e053-2a95a90a950e,c75bd7d5-fb17-4072-885d-0915e1282de5,OXYGEN,Oxygen,"DJB Gas Services, Inc",NDA205712
20201008,b12b3698-2895-c725-e053-2995a90a915a,a415b0af-c894-430c-9c6f-4cc10210843d,NITROGEN,Nitrogen,General Cryogenic Technologies LLC,NDA205850
20201013,b191db51-a0e6-130e-e053-2a95a90adbca,7bc13cd0-d084-1afd-e053-2991aa0a9717,OXYGEN,Oxygen,"UCG Georgia, LLC",NDA212314
20201013,b1923a3c-aa58-31f8-e053-2995a90af810,9c56fd7d-d39b-6fbd-e053-2995a90afdd6,OXYGEN,oxygen,WAYNE OXYGEN AND WELDING SUPPLY COMPANY,NDA205865
20201006,b107ac06-6509-80cf-e053-2995a90a4a3e,18a03db0-1ffd-4536-99a1-12e1cdd00b7c,OXYGEN,Oxygen,County Welding Supply Co.,NDA205767
20201013,b18f6442-777e-769b-e053-2a95a90a8223,245c41e6-a0f6-0825-e054-00144ff8d46c,CHLORHEXIDINE GLUCONATE,DYNA-HEX 4,"Xttrium Laboratories, Inc.",NDA019125
20201102,b52f577a-f8d0-4914-bfa8-3356b1af7663,b7f09350-2b95-4cab-8ac1-effbf4339c45,OXYGEN,OXYGEN,"Ohio Valley Acquisition Corp dba Ohio Valley Medical Gas & Supply, Inc.",NDA206023
20200625,b5990763-0701-4031-9ed4-3fee0d950456,fd047b2b-05a6-4d99-95cb-955f14bf329f,ESZOPICLONE,Lunesta,Sunovion Pharmaceuticals Inc.,NDA021476
20200119,ba969f43-485a-4ad8-acb1-7cabdd860df8,f22912d0-620d-4775-97f8-50e7fe9ee024,FLUVOXAMINE MALEATE,fluvoxamine maleate,Bryant Ranch Prepack,NDA021519
20160317,c00b00ac-89c0-4f47-a518-60911f38f462,6d06546e-8b0a-4490-82d9-397bd902a044,"ASCORBIC ACID, VITAMIN A PALMITATE, CHOLECALCIFEROL, THIAMINE HYDROCHLORIDE, RIBOFLAVIN-5 PHOSPHATE SODIUM, PYRIDOXINE HYDROCHLORIDE, NIACINAMIDE, DEXPANTHENOL, ALPHA-TOCOPHEROL ACETATE, VITAMIN K1, FOLIC ACID, BIOTIN, CYANOCOBALAMIN",Pediatric Infuvite Multiple Vitamins,Sandoz Manufacturing Inc,NDA021646
20190807,bf755cb2-4316-4fa1-b4b9-330a64996c8b,f9c6fd52-6e28-482c-8b76-bd111760a34c,FENOPROFEN CALCIUM,Nalfon,Bryant Ranch Prepack,NDA017604
20201214,7183107c-2301-4b7e-beb5-8a3a0c3f9a2a,7ea3c60a-45c7-44cc-afc2-d87fa53993c0,DEUTETRABENAZINE,Austedo,"Teva Neuroscience, Inc.",NDA208082
20180614,7a1520a8-09f2-424a-a825-01156b57db5f,1b7e5c6e-e052-41b0-a4ce-05dfe62faaaf,DIGOXIN,Digoxin,West-Ward Pharmaceuticals Corp.,NDA021648
20200118,7ab0d03d-a15f-4e09-b70f-b174d52a5be6,c04e67da-51f6-4ce3-9852-419d7b3a3742,GUAIFENESIN AND DEXTROMETHORPHAN HYDROBROMIDE,Mucinex DM,A-S Medication Solutions,NDA021620
20200908,8d122507-2d51-43fe-bb0a-2b1b84bd7b07,5d2bcce3-9b89-4141-aeb7-db00449047f5,CYSTEAMINE HYDROCHLORIDE,CYSTADROPS,"RECORDATI RARE DISEASES, INC.",NDA211302
20200116,9c46513b-a240-947a-e053-2995a90abf60,9c4693cb-f066-0666-e053-2a95a90a96d3,CETIRIZINE HYDROCHLORIDE,Zyrtec Allergy,Navajo Manufacturing Company Incorporated,NDA019835
20190514,9b93d5bd-afaf-4b55-b07f-b630b4569c40,827d60e8-7e07-41b7-c28b-49ef1c4a5a41,GEFITINIB,IRESSA,AstraZeneca Pharmaceuticals LP,NDA206995
20200222,9f2e9718-e11f-30f2-e053-2a95a90a05bd,7b9f526c-6682-e675-e053-2991aa0a4b1e,NITROGLYCERIN,NITROGLYCERIN,"HF Acquisition Co LLC, DBA HealthFirst",NDA018705
20200312,a0ab964f-617f-c5d5-e053-2995a90a235f,a070aac8-e6d2-ef10-e053-2a95a90aa5b1,WATER,Easy Care First Aid Eyewash,Tender Corporation,NDA022305
20200421,a3d33d44-4ab5-7da3-e053-2995a90a5954,a1f947e2-caec-4091-a3c9-98a0f8acd8d2,NITROFURANTOIN MACROCRYSTALS,nitrofurantoin macrocrystals,"PD-Rx Pharmaceuticals, Inc.",NDA016620
20201018,a6cc2855-ab95-6938-4785-73288a2f8b64,fd085485-998d-42a3-879a-b2d96cb8aed7,MEBROFENIN,Choletec,Bracco Diagnostics Inc,NDA018963
20200625,a8f37e63-ec41-680b-e053-2a95a90a1f7b,a8f37c66-0b88-4f7c-e053-2995a90a4dea,LITHIUM CARBONATE,Lithium Carbonate,Contract Pharmacy Services-PA,NDA017812
20180427,aefb004d-2ad0-4e6e-8305-f91d39e89607,a72f92cc-db49-40ef-a249-6b7c50dc8ef2,LANSOPRAZOLE,Lansoprazole,Walgreen Company,NDA208025
20201006,b107bd63-eb56-5c74-e053-2a95a90aa245,b4d03108-9837-495b-bf0d-2bb929cb7e39,NITROGEN,Nitrogen,"Dale Oxygen And Acetylene Service, Inc",NDA205766
20201007,b11a99d8-6edc-6242-e053-2995a90a2834,958c5a56-51aa-4d04-a29c-e69b12f26a28,OXYGEN,Oxygen,Temple Industrial Welding Supply Co,NDA205849
20201009,b1426bb1-bed2-0f00-e053-2a95a90a08b5,39d41dbb-c44c-4ef8-9de6-a4f36648f0cb,OXYGEN,Oxygen,James Oxygen and Supply Company,NDA205767
20191111,b54269c0-58cc-40b9-80fe-91740e9ed83f,96609623-528e-4aba-cabe-7254aed816d5,CONJUGATED ESTROGENS,Premarin Vaginal,"Wyeth Pharmaceuticals LLC, a subsidiary of Pfizer Inc.",NDA020216
20181211,d7532844-79d8-4648-ab9b-e5d3d3ad76f9,605adf29-734f-451a-8ff3-74be7b5814a6,CETIRIZINE HYDROCHLORIDE,ZYRTEC,"Johnson & Johnson Consumer Inc., McNeil Consumer Healthcare Division",NDA022429
20190520,bfe9e274-24ba-4952-9f23-baffc40055b9,db2d75ea-5924-4b7f-a92d-d4847a010d52,OMEPRAZOLE,care one omeprazole,American Sales Company,NDA022032
20201112,f817f0ea-b84a-4f8d-b124-5241d244e247,6d4b2c25-2e5d-49b5-93bc-2ae8a20916d1,OXYTOCIN,Pitocin,"Par Pharmaceutical, Inc.",NDA018261
20190802,0ff0f5a5-50f2-4f35-a765-2180dabff9cb,99f76e43-fa34-42a6-8bbb-e55467b852aa,OMEPRAZOLE,being well omeprazole,Save-A-Lot Food Stores Ltd,NDA022032
20200904,06512bbe-ca2d-436b-92d0-447aff049c3b,90d09714-a8b1-4696-8ada-f99dc54d0721,NIFURTIMOX,LAMPIT,Bayer Healthcare Pharmaceuticals INC.,NDA213464
20200130,0979de78-5329-41cb-928d-769726f58764,5fccbb63-7859-484c-b7b3-9de711364c09,KETOTIFEN FUMARATE,Eye Itch Relief,Safeway,NDA021996
20190425,0a5d67e8-bb90-4301-b0d7-c5f85613506f,58256e7e-6f1d-40fb-9b58-968c682fb945,OMEPRAZOLE,Members Mark Omeprazole,Sam's West Inc,NDA209400
20190530,008fb44d-7296-4e3c-a9ad-a6e55b2033a8,35550cbe-128b-4947-b5dd-a3166caa519e,CELECOXIB,Celecoxib,"Aphena Pharma Solutions - Tennessee, LLC",NDA020998
20191014,1506580b-b2fa-4193-aa97-3627b9e26587,c86fa852-4459-4baf-be43-8094cb5f8ab6,CETIRIZINE HCL,All Day Allergy,TOP CARE (Topco Associates LLC),NDA022429
20160916,387c1cc9-4afc-4a1a-82e4-cd0fb535a82c,b7d717ed-022d-4459-b5e6-098c2a8b7427,IBUTILIDE FUMARATE,Corvert,Pharmacia and Upjohn Company LLC,NDA020491
20201102,3857d434-86ff-47ff-90b9-dd19466c73d2,5762bbe6-bddf-495c-adf8-9096f98a3a9c,SUMATRIPTAN SUCCINATE AND NAPROXEN SODIUM,Sumatriptan Succinate and Naproxen Sodium,"Currax Pharmaceuticals LLC dba Cypress, Hawthorn, Macoven",NDA021926
20200612,37d3dde4-dd2c-474d-8150-dd13d86ffa23,ae58c382-c1cf-4ebf-9c97-bdff0682df8b,SUCRALFATE,Sucralfate,Greenstone LLC,NDA018333
20160614,484ad518-75e8-4281-a8f2-17d745567d44,41aa6704-f3c4-4174-b74d-df2223bdf791,METOLAZONE,Metolazone,"Aphena Pharma Solutions - Tennessee, LLC",NDA017386
20200127,4306cf96-6ea8-43d6-aa50-8657fec166f3,e99d91ef-e189-4556-9343-5c8c9e1b6e1a,PREGABALIN,Lyrica,"Quality Care Products, LLC",NDA021446
20160811,48d0d09a-35bd-4501-b481-5bb4aaaaacb2,3d0d7bdd-28d9-43d4-827c-4f6f4df6a8bc,OXYGEN,Oxygen,"Air Products and Chemicals, Inc.",NDA205865
20200529,56671c60-68b9-403c-a622-2c051d49232a,22e4c7f4-bbd0-4e74-85da-bb56fc377568,PILOCARPINE HYDROCHLORIDE,ISOPTO CARPINE,"Alcon Laboratories, Inc.",NDA200890
20190408,628f9609-6583-49be-be77-b64cfbc46fd7,628f9609-6583-49be-be77-b64cfbc46fd7,DRONABINOL,Marinol,"ThePharmaNetwork, LLC",NDA018651
20171218,60a45d64-aca4-f579-e053-2991aa0aacb4,7c6212f5-91fb-438c-80fb-b694c48207b7,RANITIDINE,Zantac 150,"JC World Bell Wholesale Co., Inc.",NDA021698
20181005,777cde52-c3f4-4140-e053-2991aa0ac858,c3225d26-a520-4bfb-bf9c-80340f1b830e,WATER,PUR-WASH,Niagara Pharmaceuticals Inc.,NDA022305
20201106,644cd478-5748-4f0e-ae90-611e02cf4f33,7611b970-e1e7-4d2a-94df-7bd1d8b03e83,SODIUM CHLORIDE,Sodium Chloride,ICU Medical Inc.,NDA016366
20200928,78473645-4a0e-4e29-a143-c6bd235518ff,a3341ec8-1ad4-49e2-922b-13d1b30c8c1d,ARMODAFINIL,Armodafinil,Sandoz Inc,NDA021875
20170815,69f0cbd6-2e19-47dd-80af-c0ac031edebf,068d36bf-2c22-4298-a74e-4993469a88ff,NORETHINDRONE ACETATE AND ETHINYL ESTRADIOL AND FERROUS FUMARATE,Norethindrone Acetate and Ethinyl Estradiol and Ferrous Fumarate,"Actavis Pharma, Inc.",NDA203667
20201201,7ceed5ff-fd41-4ebd-ade7-e31b135231c1,7ceed5ff-fd41-4ebd-ade7-e31b135231c1,LEVOTHYROXINE SODIUM,Levothyroxine Sodium,Proficient Rx LP,NDA021342
20190515,99202ce8-79bd-42b3-94f2-7ae019f6b6ba,30a893d2-198a-4184-81b4-02399324ff29,OMEPRAZOLE,omeprazole,Walgreen Company,NDA022032
20190515,988efbea-7199-4a8b-ac71-005aba502572,aaaf3bea-1b21-4edf-9300-b7159ea9ede8,MIRABEGRON,Myrbetriq,Cardinal Health,NDA202611
20200420,98c4655b-0eb4-e920-a954-2143fda23603,c506aaa3-04f8-4eb1-8dc4-e964cdd08e7f,TESTOSTERONE,Androgel,AbbVie Inc.,NDA021015
20200421,a3d2d826-8947-f9a5-e053-2995a90abfbd,222f3d0a-7649-44ad-99b2-b2dc8c298e7b,PRIMAQUINE PHOSPHATE,Primaquine Phosphate,"PD-Rx Pharmaceuticals, Inc.",NDA008316
20200626,a8ff2d99-8713-039c-e053-2995a90abcd9,1098984b-adc6-4208-864c-4661458d7550,FUROSEMIDE,Furosemide,"PD-Rx Pharmaceuticals, Inc.",NDA018487
20201012,b17ec2e3-a115-4397-e053-2a95a90a7f91,78b4bb26-f66a-4f5a-801b-d42637ff294b,OXYGEN,oxygen,"Oz Arc/gas Equipment & Supply, Inc.",NDA205767
20201012,b17f6bce-3640-0ff5-e053-2995a90a117a,eb28e88d-53e3-4d22-ac00-7693431339b5,OXYGEN,Oxygen,"Red Ball Oxygen Co., Inc.",NDA205865
20201020,b214580e-4f9b-e360-e053-2a95a90a6936,a69489f7-4ffb-4cd1-b2d2-002f48e84f51,ALBUTEROL SULFATE,Albuterol Sulfate HFA,"Asclemed USA, Inc.",NDA021457
20201119,b47bb730-c60f-14c2-e053-2995a90a1027,759410aa-2fa9-44be-960d-410b103822b7,CARBON DIOXIDE-OXYGEN-NITROGEN MIXTURE,Carbon Dioxide-Oxygen-Nitrogen Mixture,"Roberts Oxygen Company, Inc.",NDA205849
20201119,b47bca8a-5ff2-77da-e053-2a95a90af8ae,dfd24dc4-78dd-48a9-944e-64550ab76072,AIR,Air,"Roberts Oxygen Company, Inc.",NDA205849
20201015,bf06fc8d-ba3c-4e41-bdf3-7e016b72197f,45c57025-ae3a-4d36-b74f-83d39cf00b08,NITROUS OXIDE,NITROUS OXIDE,"Badger Welding Supplies, Inc",NDA209989
20200331,dc0a0f17-b922-4e06-85f0-2109181c5abc,a0478684-e477-4b52-97a9-04a76e794c87,ROMIDEPSIN,Romidepsin,"Teva Parenteral Medicines, Inc.",NDA208574
20201016,fa440e86-677d-4743-ba26-b4a4936720cb,dfd63380-f55d-4d12-8d59-93ef5ae12c3c,HYDROXYCHLOROQUINE SULFATE,Hydroxychloroquine Sulfate,Bryant Ranch Prepack,NDA009768
20201005,15aac809-6a6f-4199-a4f8-57fffe7c4653,c8a590a7-628b-45c5-ac2c-24214a69eaa6,LEVOCARNITINE,Levocarnitine,"Hi-Tech Pharmacal Co., Inc.",NDA018948
20201111,1fdfc7fe-219f-4157-a7ff-75177d755c73,e4a6219d-4ad4-0119-4cf8-7fc39b4b5979,IBUPROFEN,ADVIL MIGRAINE,GlaxoSmithKline Consumer Healthcare Holdings (US) LLC,NDA020402
20201026,f6d968ed-867a-421b-9ae7-5ebba4140f3c,7084eeff-f327-490c-be27-18c8d52c609a,OXYGEN,OXYGEN,"Spectrum Gas Products, Inc",NDA206023
20201204,321aa12b-16e3-4458-b144-b2ce1420f188,107100af-7ca2-44e8-b067-c0ab0a19a6dc,FLUTICASONE FUROATE,FLONASE SENSIMIST ALLERGY RELIEF,GlaxoSmithKline Consumer Healthcare Holdings (US) LLC,NDA022051
20190913,30f99cc9-3f41-462a-90c5-e1769cfb8f66,a8f6ef34-471c-4f30-961b-08cb777a7cd8,CLOCORTOLONE PIVALATE,Cloderm,"EPI Health, Inc",NDA017765
20201028,3140ae4f-8fbf-4a32-999e-651c44105ce2,8dfa908a-86a3-42b2-8ded-1ac26e79ca05,LOPERAMIDE HYDROCHLORIDE,Anti-Diarrheal,Hy-Vee,NDA021855
20180430,4a7c165f-034f-431a-a210-b5973fda9f10,4a7c165f-034f-431a-a210-b5973fda9f10,BETAMETHASONE VALERATE,Luxiq,Mylan Pharmaceuticals Inc.,NDA020934
20190531,42478c55-9056-487a-89a9-d36904beea12,42478c55-9056-487a-89a9-d36904beea12,FUROSEMIDE,Furosemide,Cardinal Health,NDA018902
20191216,42a85145-e832-43d5-80f6-de827f8053bc,c2bcb64c-9550-404d-aa88-99bced784207,CETIRIZINE HCL,All Day Allergy,Freds Inc,NDA022429
20191218,43e10c0b-2692-4716-8976-ffd73efaf3f2,641c4c2b-87a3-44ca-a126-f83a4d58e988,ARGATROBAN,Argatroban,Sandoz Inc,NDA022434
20190820,451249c9-0512-49f1-b04b-58a7dde3f43f,1f0cbd23-2fb3-43b7-b8af-7de246151149,TECHNETIUM TC99M PYROPHOSPHATE,Kit for the Preparation of Technetium Tc99m Pyrophosphate,"Sun Pharmaceutical Industries, Inc.",NDA019039
20190605,46489539-1ca3-4f93-8eae-63670c9ad40e,a35fa709-5eb5-4429-b38f-f1e0019bf0ee,"FLUOCINOLONE ACETONIDE, HYDROQUINONE, AND TRETINOIN",TRI-LUMA,"Galderma Laboratories, L.P.",NDA021112
20201214,537374db-8865-4583-88b6-84d22b05736d,390087a6-f3c3-4f0b-a930-79acf412f153,MEDROXYPROGESTERONE ACETATE,Depo-SubQ Provera,Pharmacia & Upjohn Company LLC,NDA021583
20180925,76b84613-c326-5985-e053-2991aa0a58e1,777da85a-a776-4681-976d-326ec421cfc9,SULFAMETHOXAZOLE AND TRIMETHOPRIM,Sulfamethoxazole and Trimethoprim,"Pharmaceutical Associates, Inc.",NDA018615
20150918,7f7d734e-390c-414e-9043-dc4bc2a3fef3,cbf95b3f-c677-49a2-8a6d-8ad024733045,PERMETHRIN,Permethrin,"Renaissance Pharma, Inc.",NDA019855
20191220,7c029405-5ed3-4194-9dc9-a295dc779170,78278e3a-cc95-49ac-89ea-b49f0d63fc46,ENTACAPONE,Entacapone,"Aphena Pharma Solutions - Tennessee, LLC",NDA020796
20191224,9a212c01-d7f8-4427-a2a9-109a9ca1db19,4c52c904-8137-4b10-8a85-d9b96c2d8a00,INDIUM IN-111 OXYQUINOLINE,Indium in 111 Oxyquinoline,Medi-Physics Inc. dba GE Healthcare.,NDA019044
20200222,9f3074c5-d175-69f4-e053-2a95a90abd6a,945419b8-6184-f4f3-e053-2a95a90a6236,MAGNESIUM SULFATE,MAGNESIUM SULFATE,"HF Acquisition Co LLC, DBA HealthFirst",NDA019316
20190911,9f74708c-6f6a-46cf-8c79-87a25c2bb6f8,9f74708c-6f6a-46cf-8c79-87a25c2bb6f8,DESVENLAFAXINE,Desvenlafaxine,Alembic Pharmaceuticals Limited,NDA204150
20200222,9f3206a9-dd00-e30d-e053-2995a90a0a91,94d13f48-fbca-67b4-e053-2995a90a791b,(CHLOROPROCAINE HCI,(CHLOROPROCAINE HCI,"HF Acquisition Co LLC, DBA HealthFirst",NDA009435
20200527,a6a5949f-5ec2-f37d-e053-2995a90adae5,656756de-2404-4845-a8a7-c0ffa2d61c90,LEVETIRACETAM,Keppra,"PD-Rx Pharmaceuticals, Inc.",NDA021035
20191025,ac86514f-d8fc-805c-5f69-2548278af862,3db3b76c-3e5a-456e-46a8-456fde1e6195,CISATRACURIUM BESYLATE,Nimbex,AbbVie Inc.,NDA020551
20180417,c07d2306-68cc-4c33-9b6f-4750c0edf625,50415c27-1928-4307-b1dc-648f47edf65d,SODIUM IODIDE I 123,Sodium Iodide I 123,"Cardinal Health 418, Inc",NDA018671
20200304,bc07efaa-b43e-48c1-b0a7-31e103aeb41d,69f55869-dc11-408e-8fc7-47634269a52c,MELPHALAN,EVOMELA,Acrotech Biopharma LLC,NDA207155
20190313,c8d60ec2-0f51-c0a1-89af-933f8ea41221,52450d09-b77d-4bae-8d21-6394408e3f88,METHENAMINE HIPPURATE,Methenamine Hippurate,"County Line Pharmaceuticals, LLC",NDA016151
20201002,b0b62b4e-a85b-1ae2-e053-2995a90a1c46,97f7d405-0168-28c4-e053-2995a90ab648,OXYGEN,Oxygen,"All Gas & Welding Supplies Co., Inc.",NDA205865
20201006,b1050a6c-d7bf-056f-e053-2a95a90abacf,8fe7827e-f28b-454c-ac0b-3ece3966f301,OXYGEN,Oxygen,C&C Oxygen Company,NDA205865
20201008,b12625f2-24b5-c94d-e053-2995a90a900b,0364aceb-dd3f-4bac-b468-25379a07ccfc,TRYPAN BLUE,MEMBRANEBLUE,Dutch Ophthalmic Research Center (International) B.V.,NDA022278
